,Acres,Year built,Building sq.ft.
6685,2,2000,52446
6686,2,1969,52428
6687,2,1997,52416
6688,2,1985,52410
6689,2,1986,52409
6690,2,1984,52394
6691,2,1987,52388
6692,2,1986,52380
6693,2,1950,52368
6694,2,1973,52346
6695,2,1962,52323
6696,2,1970,52317
6697,2,2014,52306
6698,2,1961,52289
6699,2,1960,52278
6700,2,1988,52270
6701,2,2020,52263
6702,2,1999,52229
6703,2,2005,52224
6704,2,1946,52224
6705,2,1978,52220
6706,2,1984,52197
6707,2,2001,52195
6708,2,1980,52194
6709,2,1973,52190
6710,2,1974,52189
6711,2,1988,52187
6712,2,2000,52178
6713,2,1978,52170
6714,2,2019,52163
6715,2,1995,52153
6716,2,1973,52128
6717,2,2016,52120
6718,2,1955,52109
6719,2,2017,52088
6720,2,2001,52087
6721,2,1991,52086
6722,2,2018,52085
6723,2,1978,52062
6724,2,2017,52057
6725,2,1988,52056
6726,2,2009,52051
6727,2,1977,52050
6728,2,1999,52034
6729,2,1975,52033
6730,2,1987,52015
6731,2,2003,52009
6732,2,1984,51998
6733,2,2004,51995
6734,2,2000,51983
6735,2,1989,51972
6736,2,1969,51968
6737,2,2002,51962
6738,2,2001,51961
6739,2,2007,51956
6740,2,1971,51956
6741,2,2005,51950
6742,2,1967,51942
6743,2,2003,51935
6744,2,2006,51935
6745,2,2008,51932
6746,2,1977,51923
6747,2,1956,51896
6748,2,1984,51862
6749,2,1986,51849
6750,2,1972,51840
6751,2,1989,51834
6752,2,1963,51826
6753,2,1963,51810
6754,2,2007,51787
6755,2,1947,51783
6756,2,1945,51770
6757,2,1990,51758
6758,2,2007,51746
6759,2,1979,51733
6760,2,1973,51689
6761,2,1988,51674
6762,2,1973,51632
6763,2,2006,51593
6764,2,2008,51592
6765,2,2004,51592
6767,2,1979,51542
6768,2,1979,51514
6769,2,1958,51505
6770,2,2004,51498
6771,2,1985,51496
6772,2,1984,51486
6773,2,1987,51464
6774,2,2002,51453
6775,2,1962,51432
6776,2,1986,51417
6777,2,1971,51413
6778,2,1984,51412
6779,2,2004,51374
6780,2,1987,51358
6781,2,1986,51331
6782,2,1996,51329
6783,2,1974,51318
6784,2,2001,51312
6785,2,1965,51303
6786,2,1987,51282
6787,2,1972,51278
6788,2,1986,51264
6789,2,1995,51253
6790,2,1976,51236
6791,2,1971,51231
6792,2,1980,51224
6793,2,1954,51212
6794,2,1973,51205
6795,2,2003,51200
6796,2,2002,51180
6797,2,2018,51172
6798,2,1989,51171
6799,2,1974,51171
6800,2,1962,51137
6801,2,1960,51098
6802,2,1969,51092
6803,2,1966,51081
6804,2,1970,51073
6805,2,1959,51070
6806,2,1989,51044
6807,2,1962,51041
6808,2,2002,51032
6809,2,2021,51022
6810,2,1979,50980
6811,2,2003,50955
6812,2,1987,50943
6813,2,1972,50942
6814,2,2000,50917
6815,2,1990,50906
6816,2,1966,50882
6817,2,1998,50876
6818,2,1988,50874
6819,2,1988,50857
6820,2,1999,50854
6821,2,1990,50851
6822,2,1989,50841
6823,2,2021,50829
6824,2,1991,50824
6825,2,1989,50796
6826,2,1973,50779
6827,2,1958,50778
6828,2,2016,50743
6829,2,1988,50741
6830,2,1978,50731
6831,2,2009,50724
6832,2,1949,50708
6833,2,1989,50697
6834,2,2016,50656
6835,2,1952,50625
6836,2,2005,50615
6837,2,1949,50591
6838,2,1955,50573
6839,2,1979,50515
6840,2,1989,50485
6841,2,1979,50484
6842,2,1986,50468
6843,2,1960,50465
6844,2,1973,50457
6845,2,1984,50397
6846,2,1947,50384
6847,2,2020,50337
6848,2,1986,50327
6849,2,1985,50316
6850,2,1969,50313
6851,2,1990,50310
6852,2,1960,50302
6853,2,1929,50287
6854,2,1957,50271
6855,2,2014,50258
6856,2,1982,50253
6857,2,1980,50235
6858,2,1978,50231
6859,2,1998,50211
6860,2,1956,50188
6861,2,1962,50163
6862,2,1955,50154
6863,2,1988,50152
6864,2,1979,50147
6865,2,1946,50145
6866,2,1973,50141
6867,2,1981,50129
6868,2,2000,50118
6870,2,1986,50085
6871,2,1998,50060
6872,2,1987,50055
6873,2,1999,50052
6874,2,1985,50045
6875,2,1966,50042
6876,2,2004,50031
6877,2,2007,50024
6878,2,1985,50010
6879,2,1989,49998
6880,2,1957,49992
6881,2,1946,49986
6882,2,2006,49962
6883,2,1963,49946
6884,2,1973,49936
6885,2,1952,49933
6886,2,1967,49925
6887,2,1980,49920
6888,2,2015,49892
6889,2,1965,49866
6890,2,1979,49843
6891,2,1990,49833
6892,2,2001,49830
6893,2,1983,49829
6894,2,1984,49819
6895,2,2019,49801
6896,2,1973,49784
6897,2,1971,49775
6898,2,1959,49770
6899,2,1955,49765
6900,2,1952,49762
6902,2,1968,49746
6903,2,1959,49742
6904,2,1979,49734
6905,2,2007,49718
6906,2,1987,49707
6907,2,1979,49622
6908,2,2016,49621
6909,2,1984,49591
6910,2,1977,49578
6911,2,1976,49577
6912,2,2014,49548
6913,2,1999,49518
6914,2,1998,49500
6915,2,1980,49492
6916,2,1990,49489
6917,2,1981,49487
6918,2,1962,49478
6919,2,1990,49472
6920,2,2019,49431
6921,2,1969,49425
6922,2,2001,49417
6923,2,1987,49417
6924,2,1998,49370
6925,2,1963,49353
6926,2,1959,49330
6927,2,1968,49330
6928,2,1959,49320
6929,2,2007,49304
6930,2,1990,49294
6931,2,1996,49286
6932,2,2003,49285
6933,2,2015,49258
6934,2,1996,49211
6935,2,1979,49198
6936,2,1990,49181
6937,2,1954,49168
6938,2,2012,49149
6939,2,1965,49141
6940,2,2000,49089
6941,2,2002,49080
6942,2,1989,49065
6943,2,1990,49035
6944,2,1962,49031
6945,2,1978,49030
6946,2,1979,49026
6947,2,1988,49007
6948,2,1981,48945
6949,2,1990,48937
6950,2,2000,48903
6951,2,1999,48902
6953,2,2004,48893
6954,2,1936,48885
6955,2,1969,48873
6956,2,1969,48865
6957,2,1998,48856
6958,2,1973,48839
6959,2,2005,48832
6960,2,2008,48824
6961,2,1965,48813
6962,2,1978,48802
6963,2,1947,48784
6964,2,1987,48752
6965,2,1961,48751
6966,2,2021,48748
6967,2,1980,48721
6968,2,2008,48718
6969,2,1980,48712
6970,2,1973,48672
6971,2,2000,48660
6972,2,1966,48660
6973,2,1967,48607
6974,2,2008,48599
6975,2,1977,48595
6976,2,2002,48594
6977,2,1999,48564
6978,2,2001,48538
6979,2,2005,48522
6980,2,1979,48489
6981,2,1977,48489
6982,2,2008,48461
6983,2,1980,48454
6984,2,1970,48441
6985,2,1998,48430
6986,2,2004,48422
6987,2,1978,48415
6988,2,1973,48412
6989,2,1989,48402
6990,2,1978,48401
6991,2,1985,48396
6992,2,1961,48396
6993,2,1998,48380
6994,2,1969,48380
6995,2,1987,48373
6996,2,1956,48362
6997,2,1981,48361
6998,2,2007,48343
6999,2,1992,48340
7000,2,1978,48327
7001,2,2000,48319
7002,2,1952,48307
7003,2,1962,48281
7004,2,1973,48262
7005,2,1978,48220
7006,2,2014,48216
7007,2,1963,48206
7008,2,1975,48203
7009,2,1989,48192
7010,2,1989,48184
7011,2,1986,48163
7012,2,1979,48157
7013,2,1988,48150
7014,2,1988,48148
7015,2,1994,48131
7016,2,1961,48108
7017,2,1966,48107
7018,2,2011,48105
7019,2,1969,48099
7020,2,1996,48078
7021,2,1962,48065
7022,2,1967,48054
7023,2,1953,48050
7024,2,2011,48049
7025,2,1989,48036
7026,2,1975,48015
7027,2,1949,48009
7028,2,2007,48007
7029,2,1955,47986
7030,2,1981,47962
7031,2,2006,47962
7032,2,1990,47960
7033,2,2005,47945
7034,2,1952,47939
7035,2,1970,47928
7036,2,1978,47917
7037,2,1987,47908
7038,2,1999,47906
7039,2,1952,47895
7040,2,2003,47882
7041,2,1998,47882
7042,2,1999,47838
7043,2,1998,47838
7044,2,1997,47823
7045,2,1997,47823
7046,2,2006,47820
7047,2,1989,47812
7048,2,1957,47794
7049,2,1997,47774
7050,2,2000,47766
7051,2,1982,47734
7052,2,2008,47725
7053,2,1964,47722
7054,2,1999,47713
7055,2,1957,47710
7056,2,1973,47693
7057,2,1977,47665
7058,2,1966,47654
7059,2,1985,47626
7060,2,1993,47608
7061,2,2001,47591
7062,2,2018,47589
7063,2,1936,47579
7064,2,1986,47553
7065,2,1988,47552
7066,2,1972,47552
7067,2,1989,47540
7068,2,1987,47537
7069,2,1985,47535
7070,2,1964,47489
7071,2,1987,47482
7073,2,1963,47438
7074,2,1999,47433
7075,2,1955,47426
7076,2,1987,47404
7077,2,1998,47378
7078,2,2014,47378
7079,2,1954,47377
7080,2,1984,47336
7081,2,1989,47327
7082,2,1985,47321
7083,2,1973,47311
7084,2,2001,47310
7085,2,1985,47300
7086,2,1964,47276
7087,2,1969,47268
7088,2,1969,47251
7089,2,1986,47230
7090,2,2003,47218
7091,2,2006,47216
7092,2,1963,47206
7093,2,1954,47202
7094,2,2020,47201
7095,2,1958,47199
7096,2,1993,47197
7097,2,2011,47186
7098,2,2006,47183
7099,2,2002,47157
7100,2,1980,47127
7101,2,1987,47085
7102,2,2000,47069
7103,2,1973,47068
7104,2,2001,47066
7105,2,2004,47063
7106,2,1997,47041
7107,2,1979,47040
7108,2,1985,47021
7109,2,1978,47018
7111,2,1985,46990
7112,2,1998,46968
7113,2,1954,46958
7114,2,2016,46910
7115,2,1979,46890
7116,2,2005,46876
7117,2,1986,46861
7118,2,1963,46856
7119,2,2005,46827
7120,2,2017,46823
7121,2,1954,46822
7122,2,1953,46802
7123,2,1981,46794
7124,2,1969,46794
7125,2,1956,46791
7126,2,1991,46766
7127,2,1995,46761
7128,2,1999,46738
7129,2,1920,46724
7130,2,2004,46722
7131,2,1960,46708
7132,2,1992,46697
7133,2,1957,46697
7134,2,1981,46691
7135,2,2003,46691
7136,2,1969,46673
7137,2,1984,46657
7138,2,2021,46654
7139,2,1981,46652
7140,2,1987,46642
7141,2,1989,46632
7142,2,1998,46630
7143,2,1950,46626
7144,2,2009,46619
7145,2,1996,46616
7146,2,1981,46592
7147,2,1988,46591
7148,2,1998,46565
7149,2,2006,46511
7150,2,1989,46481
7151,2,2005,46474
7152,2,1986,46470
7153,2,1981,46468
7154,2,1972,46468
7155,2,1993,46463
7156,2,2004,46439
7157,2,1985,46436
7158,2,2016,46434
7159,2,2014,46430
7160,2,1990,46417
7161,2,1974,46416
7162,2,2002,46406
7163,2,1955,46400
7164,2,1985,46330
7165,2,2001,46322
7166,2,1986,46309
7167,2,1977,46286
7168,2,1973,46284
7169,2,1980,46276
7170,2,1987,46257
7171,2,1980,46227
7172,2,1978,46223
7173,2,2000,46217
7174,2,2021,46202
7175,2,2000,46181
7176,2,1966,46178
7177,2,1969,46169
7178,2,2015,46168
7179,2,1990,46164
7180,2,1988,46157
7181,2,1976,46139
7182,2,1980,46128
7183,2,1971,46100
7184,2,1990,46093
7185,2,1982,46080
7186,2,1965,46066
7187,2,2021,46057
7188,2,1980,46053
7189,2,1974,46030
7190,2,1980,46026
7191,2,1968,46025
7192,2,1979,46020
7193,2,2002,46016
7194,2,1989,46010
7195,2,1960,46003
7196,2,2017,45963
7197,2,1970,45905
7198,2,1929,45876
7199,2,1985,45873
7200,2,2004,45866
7201,2,2000,45860
7202,2,1973,45857
7203,2,2002,45846
7204,2,1997,45823
7205,2,1972,45753
7206,2,2006,45736
7207,2,2002,45705
7208,2,1978,45690
7209,2,2009,45644
7210,2,1996,45632
7211,2,2007,45608
7212,2,1986,45568
7213,2,2007,45557
7214,2,2007,45543
7215,2,2005,45524
7216,2,1984,45517
7217,2,1995,45500
7218,2,1961,45479
7219,2,1976,45466
7220,2,2005,45425
7221,2,1990,45416
7222,2,2010,45402
7223,2,1966,45402
7224,2,1980,45384
7225,2,1954,45378
7226,2,2001,45352
7227,2,1991,45345
7228,2,1982,45302
7229,2,1968,45298
7230,2,1950,45288
7231,2,1986,45280
7232,2,2006,45278
7233,2,1948,45277
7234,2,1962,45277
7235,2,1980,45251
7236,2,1978,45240
7237,2,1984,45224
7238,2,2002,45219
7239,2,1986,45202
7240,2,1983,45192
7241,2,1944,45189
7242,2,1999,45179
7243,2,1957,45170
7244,2,1991,45156
7245,2,1975,45140
7246,2,2003,45139
7247,2,1969,45124
7248,2,1980,45122
7249,2,1980,45118
7250,2,1964,45107
7251,2,1981,45098
7252,2,1947,45092
7253,2,2006,45073
7254,2,1954,45063
7255,2,1967,45061
7256,2,1983,45028
7257,2,1988,45013
7258,2,1988,45009
7259,2,1988,44990
7260,2,1977,44987
7261,2,1979,44984
7262,2,1998,44975
7263,2,1966,44971
7264,2,1983,44938
7265,2,1989,44933
7266,2,1971,44922
7267,2,1925,44879
7268,2,1999,44871
7269,2,1972,44848
7271,2,1990,44808
7272,2,1977,44806
7273,2,1993,44793
7274,2,1969,44785
7275,2,1965,44780
7276,2,2012,44777
7277,2,2017,44767
7279,2,2017,44746
7280,2,1990,44743
7281,2,2000,44732
7282,2,1960,44697
7283,2,2002,44684
7284,2,1971,44654
7285,2,1954,44621
7286,2,1951,44620
7287,2,1989,44609
7288,2,1985,44598
7289,2,1980,44595
7290,2,1962,44590
7291,2,1969,44586
7292,2,1973,44565
7293,2,1998,44535
7294,2,1988,44530
7295,2,1970,44498
7296,2,2003,44496
7297,2,1952,44485
7298,2,2003,44484
7300,2,2017,44483
7301,2,1931,44483
7302,2,1969,44436
7303,2,2000,44434
7304,2,1997,44428
7305,2,1965,44428
7306,2,1980,44375
7307,2,1963,44370
7308,2,1991,44349
7309,2,2004,44334
7310,2,1984,44326
7311,2,2004,44317
7312,2,2005,44312
7313,2,2001,44305
7314,2,1921,44305
7315,2,2001,44302
7316,2,1954,44288
7317,2,1969,44286
7318,2,2000,44280
7319,2,1972,44248
7320,2,1989,44245
7321,2,1955,44240
7322,2,1975,44232
7323,2,1989,44224
7324,2,1973,44216
7325,2,1971,44186
7326,2,1992,44176
7327,2,1948,44160
7328,2,2003,44154
7329,2,1963,44119
7330,2,1938,44108
7331,2,2003,44092
7332,2,2002,44086
7333,2,1977,44080
7334,2,1979,44078
7335,2,1960,44066
7336,2,2008,44058
7337,2,1952,44046
7338,2,1962,43994
7339,2,2020,43981
7341,2,1977,43939
7342,2,1926,43939
7343,2,1968,43920
7344,2,2008,43906
7345,2,1992,43887
7346,2,1986,43847
7347,2,1952,43834
7348,2,2008,43830
7349,2,1957,43823
7350,2,1977,43823
7351,2,1978,43808
7352,2,1923,43804
7353,2,1987,43778
7356,2,1978,43730
7357,2,1969,43715
7358,2,1980,43703
7359,2,1961,43692
7360,2,1999,43686
7361,2,1999,43679
7362,2,1955,43678
7363,2,2006,43671
7364,2,1957,43632
7365,2,1965,43626
7366,2,1992,43625
7367,2,1980,43619
7368,2,2006,43618
7369,2,1979,43614
7370,2,2009,43603
7371,2,1954,43592
7372,2,1965,43591
7373,2,1978,43578
7374,2,1943,43556
7375,2,1980,43550
7376,2,1999,43548
7377,2,1945,43548
7378,2,1944,43534
7379,2,1999,43533
7380,2,1974,43519
7381,2,1989,43513
7382,2,1966,43491
7383,2,1970,43476
7384,2,1987,43475
7385,2,1980,43475
7386,2,1989,43468
7387,2,1957,43455
7388,2,2001,43429
7389,2,1947,43416
7390,2,2002,43400
7391,2,1975,43400
7392,2,2017,43362
7393,2,1998,43358
7394,2,2004,43354
7395,2,1993,43343
7396,2,1987,43333
7397,2,1960,43330
7398,2,1965,43327
7399,2,1958,43303
7400,2,1959,43298
7401,2,1922,43294
7402,2,2002,43284
7403,2,1960,43275
7404,2,1971,43240
7405,2,1954,43239
7406,2,1989,43236
7407,2,1951,43234
7408,2,2006,43216
7409,2,1955,43212
7410,2,2008,43210
7411,2,1984,43207
7412,2,1997,43197
7413,2,2017,43187
7414,2,1969,43185
7415,2,1988,43176
7416,2,1997,43170
7417,2,1990,43155
7418,2,1970,43149
7419,2,1974,43147
7420,2,1964,43129
7421,2,1984,43105
7422,2,1993,43092
7423,2,1970,43089
7424,2,1972,43078
7425,2,1990,43077
7426,2,1989,43072
7427,2,1989,43063
7428,2,1979,43057
7429,2,1966,43053
7430,2,1996,43032
7431,2,1968,43025
7432,2,1999,43012
7433,2,1999,43002
7434,2,1965,43001
7435,2,2015,42982
7436,2,1989,42974
7437,2,2002,42972
7438,2,2005,42960
7439,2,1981,42950
7440,2,1999,42946
7441,2,2014,42942
7442,2,1993,42919
7443,2,1962,42910
7444,2,1969,42909
7445,2,2004,42908
7446,2,1962,42905
7447,2,1977,42905
7448,2,1987,42903
7449,2,1981,42902
7450,2,1999,42901
7451,2,1974,42889
7452,2,1990,42874
7453,2,1954,42863
7454,2,2003,42845
7455,2,1960,42845
7456,2,1988,42836
7457,2,1960,42829
7458,2,1929,42805
7459,2,1986,42790
7460,2,2008,42772
7461,2,2015,42761
7462,2,1951,42755
7463,2,2004,42755
7464,2,2018,42753
7465,2,1957,42753
7466,2,1953,42746
7467,2,2008,42740
7468,2,1966,42739
7469,2,2006,42711
7470,2,1987,42700
7471,2,2008,42685
7472,2,1952,42679
7473,2,2018,42676
7474,2,1986,42626
7475,2,1978,42614
7476,2,2002,42614
7477,2,1954,42610
7478,2,1998,42602
7479,2,1959,42601
7480,2,1983,42598
7481,2,1959,42590
7482,2,1989,42580
7483,2,1986,42571
7484,2,1988,42566
7485,2,1977,42552
7486,2,1978,42548
7487,2,2007,42540
7488,2,1990,42532
7489,2,2007,42526
7490,2,2015,42488
7491,1,1991,42470
7492,1,1981,42467
7493,1,2003,42461
7494,1,2008,42452
7495,1,2011,42446
7496,1,1966,42439
7497,1,1968,42436
7498,1,1963,42428
7499,1,1960,42417
7500,1,2001,42414
7501,1,1999,42401
7502,1,1987,42401
7503,1,1988,42389
7504,1,1987,42374
7505,1,1963,42368
7506,1,1971,42368
7507,1,1968,42365
7508,1,2007,42352
7509,1,1975,42343
7510,1,2020,42328
7511,1,1959,42310
7512,1,1968,42304
7513,1,1998,42300
7514,1,1973,42296
7515,1,1970,42286
7516,1,1966,42286
7517,1,1956,42264
7518,1,1973,42260
7519,1,1936,42252
7520,1,1952,42247
7521,1,2004,42240
7522,1,1999,42238
7523,1,2019,42232
7524,1,1982,42225
7525,1,1989,42196
7526,1,2005,42182
7527,1,1981,42177
7528,1,1978,42168
7529,1,2002,42157
7530,1,1947,42140
7531,1,1990,42136
7532,1,1979,42132
7533,1,1987,42115
7534,1,1988,42114
7535,1,1959,42114
7536,1,1981,42112
7537,1,2001,42110
7538,1,1959,42099
7539,1,1987,42077
7540,1,1970,42043
7541,1,1929,42040
7542,1,1955,42035
7543,1,1979,42030
7544,1,1973,42022
7545,1,1989,42022
7546,1,1985,42021
7547,1,1979,42018
7548,1,1971,41982
7549,1,1979,41978
7550,1,2002,41975
7551,1,2005,41974
7552,1,1957,41956
7553,1,1997,41954
7554,1,1946,41945
7555,1,1989,41931
7556,1,1990,41926
7557,1,1999,41926
7558,1,1984,41892
7559,1,1973,41880
7560,1,1945,41875
7561,1,1970,41862
7562,1,2000,41859
7563,1,1971,41858
7564,1,1978,41851
7565,1,1977,41847
7566,1,1975,41801
7567,1,2005,41790
7568,1,1953,41769
7569,1,1988,41763
7570,1,1957,41756
7571,1,1988,41750
7572,1,2001,41728
7573,1,1991,41716
7574,1,2019,41712
7575,1,2000,41698
7576,1,1965,41691
7577,1,1963,41680
7578,1,1994,41670
7579,1,1954,41668
7580,1,1984,41663
7581,1,1981,41640
7582,1,1985,41628
7583,1,1968,41621
7584,1,1992,41610
7585,1,1990,41586
7586,1,1985,41583
7587,1,1980,41576
7588,1,1980,41571
7589,1,1966,41562
7590,1,1966,41553
7591,1,1947,41538
7592,1,1947,41533
7593,1,1964,41520
7594,1,1989,41506
7596,1,1987,41500
7597,1,2006,41497
7598,1,2017,41485
7599,1,1979,41482
7600,1,2008,41482
7601,1,1957,41463
7602,1,2001,41453
7603,1,1988,41448
7604,1,1968,41436
7605,1,2004,41433
7606,1,2009,41429
7607,1,1956,41424
7608,1,2004,41422
7610,1,2015,41410
7611,1,2004,41397
7612,1,1955,41393
7614,1,1988,41377
7615,1,1988,41366
7616,1,1985,41366
7617,1,1999,41361
7618,1,2001,41354
7619,1,1988,41353
7620,1,1975,41349
7621,1,1953,41348
7622,1,2020,41343
7623,1,1973,41310
7624,1,1978,41294
7625,1,1981,41286
7626,1,1986,41268
7627,1,1974,41256
7628,1,1983,41255
7629,1,1966,41244
7630,1,1980,41242
7631,1,1989,41234
7632,1,1953,41194
7633,1,2002,41186
7634,1,2001,41157
7635,1,1970,41123
7636,1,2018,41107
7637,1,1986,41090
7638,1,1994,41085
7639,1,1989,41082
7640,1,1966,41067
7641,1,1964,41034
7643,1,1987,41014
7644,1,1974,41013
7645,1,1996,41008
7646,1,1987,41007
7647,1,1950,40998
7648,1,2000,40993
7649,1,1954,40986
7650,1,1985,40978
7651,1,2001,40966
7652,1,1989,40961
7653,1,1980,40954
7654,1,1991,40951
7655,1,1988,40942
7656,1,1923,40935
7657,1,2010,40932
7658,1,1963,40932
7659,1,1974,40919
7660,1,1965,40916
7661,1,1980,40866
7662,1,1983,40857
7663,1,1990,40841
7665,1,1986,40832
7666,1,1980,40831
7667,1,1968,40817
7668,1,1956,40804
7669,1,2004,40799
7670,1,1987,40793
7671,1,1973,40783
7672,1,1998,40782
7673,1,1957,40777
7674,1,1987,40767
7675,1,1989,40762
7676,1,1952,40760
7677,1,1973,40759
7678,1,1973,40752
7679,1,1947,40738
7680,1,1982,40732
7681,1,1976,40732
7682,1,1988,40728
7683,1,1958,40716
7684,1,1992,40711
7686,1,1982,40706
7687,1,1960,40697
7688,1,1914,40697
7689,1,1988,40687
7690,1,1980,40684
7691,1,1989,40663
7692,1,1999,40630
7693,1,2021,40618
7694,1,1980,40613
7695,1,2003,40608
7697,1,1991,40580
7698,1,2000,40556
7699,1,1970,40552
7700,1,2003,40547
7701,1,1984,40539
7702,1,1956,40535
7703,1,1994,40534
7704,1,1950,40525
7705,1,1955,40522
7706,1,2004,40516
7707,1,1978,40516
7708,1,1979,40515
7709,1,1977,40515
7710,1,1998,40513
7711,1,2008,40500
7712,1,1979,40497
7713,1,1977,40476
7714,1,2007,40472
7715,1,1974,40466
7717,1,2009,40453
7718,1,1970,40451
7719,1,1989,40448
7720,1,2004,40447
7721,1,1926,40446
7722,1,1977,40422
7723,1,1988,40415
7724,1,1991,40403
7725,1,1998,40383
7726,1,1964,40358
7727,1,1987,40355
7728,1,1986,40340
7729,1,1980,40329
7730,1,2018,40328
7731,1,1989,40326
7732,1,1973,40315
7733,1,1961,40308
7734,1,2019,40297
7735,1,2021,40291
7736,1,1958,40283
7737,1,2005,40279
7738,1,1990,40272
7739,1,1955,40259
7740,1,1955,40254
7741,1,1989,40234
7742,1,2007,40230
7743,1,1999,40206
7744,1,2007,40196
7745,1,1975,40182
7746,1,2000,40174
7747,1,1980,40157
7748,1,2019,40155
7749,1,2006,40153
7750,1,2001,40141
7751,1,2006,40129
7752,1,1963,40124
7753,1,1991,40119
7754,1,1956,40111
7755,1,1973,40102
7756,1,2002,40098
7757,1,1948,40092
7758,1,1981,40086
7759,1,1958,40080
7760,1,1965,40058
7761,1,2017,40051
7762,1,1965,40049
7763,1,1950,40044
7764,1,2015,40032
7765,1,1979,40027
7766,1,1982,40021
7767,1,1996,40020
7768,1,2005,40003
7769,1,2005,39998
7770,1,2000,39996
7771,1,1993,39990
7772,1,2010,39974
7773,1,2020,39974
7774,1,1999,39960
7775,1,1987,39952
7776,1,1968,39949
7777,1,2006,39948
7778,1,2004,39943
7779,1,1991,39923
7780,1,1990,39921
7781,1,1988,39915
7782,1,1977,39914
7783,1,2020,39907
7784,1,1979,39902
7785,1,1999,39896
7786,1,2005,39889
7787,1,2003,39887
7788,1,1988,39879
7789,1,2003,39868
7790,1,1987,39848
7791,1,1953,39847
7792,1,2018,39846
7793,1,1980,39841
7794,1,2014,39841
7795,1,2010,39832
7796,1,2002,39830
7797,1,1987,39826
7798,1,1985,39809
7799,1,1974,39802
7800,1,1989,39799
7801,1,1961,39798
7802,1,1998,39793
7803,1,2006,39788
7804,1,1985,39780
7805,1,2009,39777
7806,1,1989,39776
7807,1,1979,39773
7808,1,1999,39772
7809,1,2007,39743
7810,1,1955,39717
7811,1,1961,39711
7812,1,2001,39710
7813,1,1982,39706
7814,1,1972,39689
7815,1,1987,39660
7816,1,2014,39652
7817,1,1962,39610
7818,1,1991,39607
7819,1,1966,39607
7821,1,1951,39548
7822,1,1997,39532
7823,1,1966,39531
7824,1,1979,39520
7825,1,1967,39510
7826,1,1973,39504
7827,1,2003,39503
7828,1,1949,39500
7829,1,2020,39496
7830,1,1963,39483
7831,1,1974,39472
7832,1,1980,39470
7833,1,1964,39450
7834,1,2006,39397
7835,1,1996,39390
7836,1,1958,39384
7837,1,1993,39380
7838,1,2001,39367
7839,1,2004,39365
7840,1,1973,39346
7841,1,1967,39340
7842,1,2006,39334
7843,1,1981,39334
7844,1,1984,39332
7845,1,2007,39325
7846,1,1970,39306
7847,1,2009,39304
7848,1,1969,39299
7849,1,1995,39294
7850,1,1989,39288
7851,1,2006,39274
7852,1,1996,39245
7853,1,2007,39224
7854,1,2006,39207
7855,1,1982,39191
7856,1,1983,39187
7857,1,1963,39184
7858,1,2001,39183
7859,1,1973,39180
7860,1,1975,39114
7861,1,1959,39075
7862,1,1970,39074
7863,1,1990,39063
7864,1,2005,39060
7865,1,2003,39059
7866,1,1998,39055
7867,1,1980,39039
7868,1,1987,39034
7869,1,1970,39032
7870,1,2007,39022
7871,1,1962,39006
7872,1,1973,39005
7874,1,2001,38990
7876,1,1999,38976
7877,1,2017,38974
7878,1,1977,38968
7880,1,1988,38938
7881,1,1989,38933
7882,1,1999,38926
7883,1,1925,38924
7884,1,1976,38898
7885,1,1986,38896
7886,1,1947,38858
7887,1,1986,38840
7888,1,1962,38818
7889,1,2022,38812
7890,1,1958,38807
7891,1,1980,38795
7892,1,1999,38784
7893,1,2001,38756
7894,1,1954,38756
7895,1,1976,38748
7896,1,1991,38747
7897,1,1995,38733
7898,1,1960,38724
7899,1,1973,38713
7900,1,1980,38708
7901,1,2002,38693
7902,1,1980,38683
7903,1,1991,38656
7904,1,1977,38634
7905,1,2021,38624
7906,1,1963,38619
7907,1,1957,38602
7908,1,2002,38594
7909,1,2006,38588
7910,1,1986,38586
7911,1,1962,38582
7912,1,1984,38561
7913,1,1947,38559
7914,1,1989,38557
7915,1,1953,38548
7916,1,2004,38538
7917,1,1957,38534
7918,1,1958,38525
7919,1,1958,38518
7920,1,1962,38518
7921,1,1969,38517
7922,1,1989,38512
7923,1,1991,38509
7924,1,1964,38507
7925,1,2006,38506
7926,1,1981,38502
7927,1,1988,38478
7928,1,2001,38439
7929,1,1987,38437
7930,1,2001,38427
7931,1,1987,38413
7932,1,1995,38402
7933,1,2001,38401
7934,1,1998,38392
7935,1,1975,38380
7936,1,2006,38370
7937,1,1983,38366
7938,1,1974,38340
7939,1,1991,38338
7940,1,1969,38331
7941,1,2015,38325
7942,1,2002,38325
7943,1,1973,38286
7945,1,1975,38248
7946,1,1930,38237
7947,1,2004,38221
7948,1,1946,38219
7949,1,1980,38216
7950,1,1980,38216
7951,1,1999,38192
7952,1,1948,38188
7953,1,2004,38185
7954,1,1999,38180
7955,1,1978,38177
7956,1,2012,38172
7957,1,1999,38148
7958,1,1962,38142
7959,1,1975,38135
7960,1,1972,38108
7961,1,1998,38102
7962,1,2004,38096
7964,1,1979,38032
7965,1,2014,38028
7966,1,1988,38025
7967,1,2004,38012
7968,1,1997,38012
7969,1,1983,38007
7970,1,1957,38002
7971,1,1977,38000
7972,1,1976,37993
7973,1,1990,37991
7974,1,1972,37980
7975,1,2004,37979
7976,1,1980,37978
7977,1,1980,37969
7978,1,1974,37965
7979,1,2004,37965
7980,1,1956,37959
7981,1,1985,37959
